concept_name,concept_code,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,target_concept_id,relationship_id,reverese_relationship_id,concept_name_con,domain_id,vocab_id,concept_class_id,standard
Cytomegalovirus Viral Load|Blood|Chemistry,51596,2000001195,mimiciv_meas_lab_loinc,Measurement,Lab Test,3012381,Maps to,Mapped from,Cytomegalovirus DNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,Measurement,LOINC,Lab Test,S
eAG|Blood|Chemistry,51611,2000001196,mimiciv_meas_lab_loinc,Measurement,Lab Test,3005131,Maps to,Mapped from,Glucose mean value [Mass/volume] in Blood Estimated from glycated hemoglobin,Measurement,LOINC,Lab Test,S
Free Calcium|Blood|Chemistry,51622,2000001197,mimiciv_meas_lab_loinc,Measurement,Lab Test,3021119,Maps to,Mapped from,Calcium.ionized [Moles/volume] in Blood,Measurement,LOINC,Lab Test,S
Hemoglobin|Blood|Chemistry,51638,2000001198,mimiciv_meas_lab_loinc,Measurement,Lab Test,3000963,Maps to,Mapped from,Hemoglobin [Mass/volume] in Blood,Measurement,LOINC,Lab Test,S
"Glucose, CSF|Cerebrospinal Fluid|Chemistry",51788,2000001199,mimiciv_meas_lab_loinc,Measurement,Lab Test,3022548,Maps to,Mapped from,Glucose [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S
"Total Protein, CSF|Cerebrospinal Fluid|Chemistry",51800,2000001200,mimiciv_meas_lab_loinc,Measurement,Lab Test,3019473,Maps to,Mapped from,Protein [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S
C. diff PCR|Other Body Fluid|Chemistry,51841,2000001201,mimiciv_meas_lab_loinc,Measurement,Lab Test,40764128,Maps to,Mapped from,Clostridioides difficile DNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,Lab Test,S
Influenza A by PCR|Other Body Fluid|Chemistry,51858,2000001202,mimiciv_meas_lab_loinc,Measurement,Lab Test,3044938,Maps to,Mapped from,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,Lab Test,S
Influenza A by PCR|Other Body Fluid|Chemistry,51859,2000001203,mimiciv_meas_lab_loinc,Measurement,Lab Test,3044938,Maps to,Mapped from,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,Lab Test,S
Influenza B by PCR|Other Body Fluid|Chemistry,51866,2000001204,mimiciv_meas_lab_loinc,Measurement,Lab Test,3038288,Maps to,Mapped from,Influenza virus B RNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,Lab Test,S
Influenza B by PCR|Other Body Fluid|Chemistry,51867,2000001205,mimiciv_meas_lab_loinc,Measurement,Lab Test,3038288,Maps to,Mapped from,Influenza virus B RNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,Lab Test,S
C. diff PCR|Stool|Chemistry,51928,2000001206,mimiciv_meas_lab_loinc,Measurement,Lab Test,44816714,Maps to,Mapped from,Clostridioides difficile toxin B tcdB gene [Presence] in Stool by NAA with probe detection,Measurement,LOINC,Lab Test,S
Blood|Urine|Chemistry,51962,2000001207,mimiciv_meas_lab_loinc,Measurement,Lab Test,3011397,Maps to,Mapped from,Hemoglobin [Presence] in Urine by Test strip,Measurement,LOINC,Lab Test,S
Glucose|Urine|Chemistry,51976,2000001208,mimiciv_meas_lab_loinc,Measurement,Lab Test,3024629,Maps to,Mapped from,Glucose [Mass/volume] in Urine by Test strip,Measurement,LOINC,Lab Test,S
Oxycodone|Urine|Chemistry,51984,2000001209,mimiciv_meas_lab_loinc,Measurement,Lab Test,3000068,Maps to,Mapped from,oxyCODONE [Presence] in Urine,Measurement,LOINC,Lab Test,S
Estimated GFR (MDRD equation)|Blood|Blood Gas,52021,2000001210,mimiciv_meas_lab_loinc,Measurement,Lab Test,46236952,Maps to,Mapped from,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",Measurement,LOINC,Lab Test,S
Base Excess|Fluid|Blood Gas,52033,2000001211,mimiciv_meas_lab_loinc,Measurement,Lab Test,21490592,Maps to,Mapped from,Base excess in Extracellular fluid by calculation,Measurement,LOINC,Lab Test,S
pCO2|Fluid|Blood Gas,52035,2000001212,mimiciv_meas_lab_loinc,Measurement,Lab Test,3027480,Maps to,Mapped from,Carbon dioxide [Partial pressure] in Body fluid,Measurement,LOINC,Lab Test,S
pH|Fluid|Blood Gas,52036,2000001213,mimiciv_meas_lab_loinc,Measurement,Lab Test,3018672,Maps to,Mapped from,pH of Body fluid,Measurement,LOINC,Lab Test,S
pO2|Fluid|Blood Gas,52037,2000001214,mimiciv_meas_lab_loinc,Measurement,Lab Test,3010251,Maps to,Mapped from,Oxygen [Partial pressure] in Body fluid,Measurement,LOINC,Lab Test,S
"Osmolality, Urine|Urine|Blood Gas",52039,2000001215,mimiciv_meas_lab_loinc,Measurement,Lab Test,3026782,Maps to,Mapped from,Osmolality of Urine,Measurement,LOINC,Lab Test,S
"Total Nucleated Cells, Ascites|Ascites|Hematology",52060,2000001216,mimiciv_meas_lab_loinc,Measurement,Lab Test,3041408,Maps to,Mapped from,Nucleated cells [#/volume] in Peritoneal fluid by Automated count,Measurement,LOINC,Lab Test,S
Immature Granulocytes|Blood|Hematology,52130,2000001217,mimiciv_meas_lab_loinc,Measurement,Lab Test,3040168,Maps to,Mapped from,Immature granulocytes [#/volume] in Blood,Measurement,LOINC,Lab Test,S
NRBC|Blood|Hematology,52146,2000001218,mimiciv_meas_lab_loinc,Measurement,Lab Test,40761514,Maps to,Mapped from,Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Automated count,Measurement,LOINC,Lab Test,S
RBC Morphology|Blood|Hematology,52166,2000001219,mimiciv_meas_lab_loinc,Measurement,Lab Test,3014029,Maps to,Mapped from,Erythrocyte shape [Morphology] in Blood,Measurement,LOINC,Lab Test,S
RDW-SD|Blood|Hematology,52167,2000001220,mimiciv_meas_lab_loinc,Measurement,Lab Test,3002888,Maps to,Mapped from,Erythrocyte distribution width [Entitic volume],Measurement,LOINC,Lab Test,S
Bands|Cerebrospinal Fluid|Hematology,52218,2000001221,mimiciv_meas_lab_loinc,Measurement,Lab Test,3007905,Maps to,Mapped from,Band form neutrophils/100 leukocytes in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S
Blasts|Cerebrospinal Fluid|Hematology,52222,2000001222,mimiciv_meas_lab_loinc,Measurement,Lab Test,3025698,Maps to,Mapped from,Blasts/100 leukocytes in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S
Eosinophils|Cerebrospinal Fluid|Hematology,52251,2000001223,mimiciv_meas_lab_loinc,Measurement,Lab Test,3022640,Maps to,Mapped from,Eosinophils/100 leukocytes in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S
Macrophage|Cerebrospinal Fluid|Hematology,52261,2000001224,mimiciv_meas_lab_loinc,Measurement,Lab Test,3037871,Maps to,Mapped from,Macrophages/100 leukocytes in Cerebral spinal fluid by Manual count,Measurement,LOINC,Lab Test,S
Metamyelocytes|Cerebrospinal Fluid|Hematology,52265,2000001225,mimiciv_meas_lab_loinc,Measurement,Lab Test,3009788,Maps to,Mapped from,Metamyelocytes/100 leukocytes in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S
Monocytes|Cerebrospinal Fluid|Hematology,52267,2000001226,mimiciv_meas_lab_loinc,Measurement,Lab Test,3037577,Maps to,Mapped from,Monocytes/100 leukocytes in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S
Myelocytes|Cerebrospinal Fluid|Hematology,52269,2000001227,mimiciv_meas_lab_loinc,Measurement,Lab Test,3021345,Maps to,Mapped from,Myelocytes/100 leukocytes in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S
NRBC|Cerebrospinal Fluid|Hematology,52271,2000001228,mimiciv_meas_lab_loinc,Measurement,Lab Test,40765178,Maps to,Mapped from,Nucleated erythrocytes/100 leukocytes [Ratio] in Cerebral spinal fluid by Automated count,Measurement,LOINC,Lab Test,S
Other|Cerebrospinal Fluid|Hematology,52273,2000001229,mimiciv_meas_lab_loinc,Measurement,Lab Test,3022840,Maps to,Mapped from,Leukocytes other/100 leukocytes in Cerebral spinal fluid,Measurement,LOINC,Lab Test,S
"RBC, CSF|Cerebrospinal Fluid|Hematology",52280,2000001230,mimiciv_meas_lab_loinc,Measurement,Lab Test,3012986,Maps to,Mapped from,Erythrocytes [#/volume] in Cerebral spinal fluid by Automated count,Measurement,LOINC,Lab Test,S
"Total Nucleated Cells, CSF|Cerebrospinal Fluid|Hematology",52281,2000001231,mimiciv_meas_lab_loinc,Measurement,Lab Test,3041372,Maps to,Mapped from,Nucleated cells [#/volume] in Cerebral spinal fluid by Automated count,Measurement,LOINC,Lab Test,S
Blasts|Joint Fluid|Hematology,52289,2000001232,mimiciv_meas_lab_loinc,Measurement,Lab Test,3028907,Maps to,Mapped from,Blasts/100 leukocytes in Synovial fluid,Measurement,LOINC,Lab Test,S
Myelocytes|Joint Fluid|Hematology,52300,2000001233,mimiciv_meas_lab_loinc,Measurement,Lab Test,3024394,Maps to,Mapped from,Myelocytes/100 leukocytes in Body fluid,Measurement,LOINC,Lab Test,S
TdT|Bone Marrow|Hematology,52330,2000001234,mimiciv_meas_lab_loinc,Measurement,Lab Test,3032522,Maps to,Mapped from,Terminal deoxyribonucleotidyl transferase cells/100 cells in Bone marrow,Measurement,LOINC,Lab Test,S
Blasts|Other Body Fluid|Hematology,52334,2000001235,mimiciv_meas_lab_loinc,Measurement,Lab Test,3007708,Maps to,Mapped from,Blasts/100 leukocytes in Body fluid by Manual count,Measurement,LOINC,Lab Test,S
CD55|Other Body Fluid|Hematology,52340,2000001236,mimiciv_meas_lab_loinc,Measurement,Lab Test,3043265,Maps to,Mapped from,CD55 cells/100 cells in Body fluid,Measurement,LOINC,Lab Test,S
CD59|Other Body Fluid|Hematology,52341,2000001237,mimiciv_meas_lab_loinc,Measurement,Lab Test,3043227,Maps to,Mapped from,CD59 cells/100 cells in Body fluid,Measurement,LOINC,Lab Test,S
TdT|Other Body Fluid|Hematology,52368,2000001238,mimiciv_meas_lab_loinc,Measurement,Lab Test,3041975,Maps to,Mapped from,Terminal deoxyribonucleotidyl transferase cells/100 cells in Body fluid by Flow cytometry (FC),Measurement,LOINC,Lab Test,S
"Total Nucleated Cells, Pleural|Pleural|Hematology",52386,2000001239,mimiciv_meas_lab_loinc,Measurement,Lab Test,3041079,Maps to,Mapped from,Nucleated cells [#/volume] in Pleural fluid by Automated count,Measurement,LOINC,Lab Test,S
"Chloride, Whole Blood|Blood|Blood Gas",52429,2000001240,mimiciv_meas_lab_loinc,Measurement,Lab Test,3018572,Maps to,Mapped from,Chloride [Moles/volume] in Blood,Measurement,LOINC,Lab Test,S
Lactate|Blood|Blood Gas,52437,2000001241,mimiciv_meas_lab_loinc,Measurement,Lab Test,3047181,Maps to,Mapped from,Lactate [Moles/volume] in Blood,Measurement,LOINC,Lab Test,S
"Potassium, Whole Blood|Blood|Blood Gas",52447,2000001242,mimiciv_meas_lab_loinc,Measurement,Lab Test,3005456,Maps to,Mapped from,Potassium [Moles/volume] in Blood,Measurement,LOINC,Lab Test,S
"Sodium, Whole Blood|Blood|Blood Gas",52450,2000001243,mimiciv_meas_lab_loinc,Measurement,Lab Test,3000285,Maps to,Mapped from,Sodium [Moles/volume] in Blood,Measurement,LOINC,Lab Test,S
D-Dimer|Blood|Chemistry,52546,2000001244,mimiciv_meas_lab_loinc,Measurement,Lab Test,3051714,Maps to,Mapped from,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,Measurement,LOINC,Lab Test,S
Glucose|Blood|Chemistry,52564,2000001245,mimiciv_meas_lab_loinc,Measurement,Lab Test,3000483,Maps to,Mapped from,Glucose [Mass/volume] in Blood,Measurement,LOINC,Lab Test,S
"Albumin, Urine|Urine|Chemistry",52698,2000001246,mimiciv_meas_lab_loinc,Measurement,Lab Test,3012516,Maps to,Mapped from,Albumin [Mass/volume] in Urine,Measurement,LOINC,Lab Test,S
"HCG, Urine, Qualitative|Urine|Chemistry",52715,2000001247,mimiciv_meas_lab_loinc,Measurement,Lab Test,3018954,Maps to,Mapped from,Choriogonadotropin (pregnancy test) [Presence] in Urine,Measurement,LOINC,Lab Test,S
pH|Urine|Chemistry,52725,2000001248,mimiciv_meas_lab_loinc,Measurement,Lab Test,3015736,Maps to,Mapped from,pH of Urine,Measurement,LOINC,Lab Test,S
Absolute Lymphocyte Count|Blood|Hematology,52764,2000001249,mimiciv_meas_lab_loinc,Measurement,Lab Test,3019198,Maps to,Mapped from,Lymphocytes [#/volume] in Blood,Measurement,LOINC,Lab Test,S
NRBC|Joint Fluid|Hematology,53007,2000001250,mimiciv_meas_lab_loinc,Measurement,Lab Test,40771130,Maps to,Mapped from,Nucleated erythrocytes/100 leukocytes [Ratio] in Synovial fluid,Measurement,LOINC,Lab Test,S
NRBC|Pleural|Hematology,53078,2000001251,mimiciv_meas_lab_loinc,Measurement,Lab Test,42868644,Maps to,Mapped from,Nucleated erythrocytes/100 cells in Pleural fluid,Measurement,LOINC,Lab Test,S
Sensitive,S,2000025991,mimiciv_micro_resistance,Meas Value,Answer,45884178,Maps to,Mapped from,Sensitive,Meas Value,LOINC,Answer,S
Resistant,R,2000025992,mimiciv_micro_resistance,Meas Value,Answer,45878594,Maps to,Mapped from,Resistant,Meas Value,LOINC,Answer,S
Intermediate,I,2000025993,mimiciv_micro_resistance,Meas Value,Answer,45881795,Maps to,Mapped from,Intermediate,Meas Value,LOINC,Answer,S
Pending,P,2000025994,mimiciv_micro_resistance,Meas Value,Answer,1177297,Maps to,Mapped from,Pending,Meas Value,LOINC,Answer,S
Government,Government,2000001301,mimiciv_obs_insurance,Meas Value,Answer,21498981,Maps to,Mapped from,Other Government (e.g. Bureau of Indian Affairs; Crippled Children's Services; Dept. of Vocational Rehab),Meas Value,LOINC,Answer,S
Medicaid,Medicaid,2000001302,mimiciv_obs_insurance,Meas Value,Answer,45885112,Maps to,Mapped from,Medicaid,Meas Value,LOINC,Answer,S
Medicare,Medicare,2000001303,mimiciv_obs_insurance,Meas Value,Answer,45883718,Maps to,Mapped from,Medicare,Meas Value,LOINC,Answer,S
Private,Private,2000001304,mimiciv_obs_insurance,Meas Value,Answer,21498514,Maps to,Mapped from,"Private Insurance (includes ""no-fault"", BCBS, United Health, etc)",Meas Value,LOINC,Answer,S
Self Pay,Self Pay,2000001305,mimiciv_obs_insurance,Meas Value,Answer,21499435,Maps to,Mapped from,"Private funds (e.g., self-pay; hometown fund raisers)",Meas Value,LOINC,Answer,S
Heart rate,GLOBAL HEART RATE,2000041001,mimiciv_meas_wf,Measurement,Clinical Observation,3027018,Maps to,Mapped from,Heart rate,Measurement,LOINC,Clinical Observation,S
P-R Interval,GLOBAL PR INT,2000041002,mimiciv_meas_wf,Measurement,Clinical Observation,3007794,Maps to,Mapped from,P-R Interval,Measurement,LOINC,Clinical Observation,S
QRS axis,GLOBAL QRS AXIS,2000041003,mimiciv_meas_wf,Measurement,Clinical Observation,3006277,Maps to,Mapped from,QRS axis,Measurement,LOINC,Clinical Observation,S
QRS duration,GLOBAL QRS Dur,2000041004,mimiciv_meas_wf,Measurement,Clinical Observation,3022022,Maps to,Mapped from,QRS duration,Measurement,LOINC,Clinical Observation,S
Q-T interval,GLOBAL QT,2000041005,mimiciv_meas_wf,Measurement,Clinical Observation,3025809,Maps to,Mapped from,Q-T interval,Measurement,LOINC,Clinical Observation,S
Q-T interval corrected,GLOBAL QTc,2000041006,mimiciv_meas_wf,Measurement,Clinical Observation,3026258,Maps to,Mapped from,Q-T interval corrected,Measurement,LOINC,Clinical Observation,S
QRS terminal amplitude in lead I,I F AMP,2000041007,mimiciv_meas_wf,Measurement,Clinical Observation,3009858,Maps to,Mapped from,QRS terminal amplitude in lead I,Measurement,LOINC,Clinical Observation,S
QRS initial amplitude in lead I,I I AMP,2000041008,mimiciv_meas_wf,Measurement,Clinical Observation,3025807,Maps to,Mapped from,QRS initial amplitude in lead I,Measurement,LOINC,Clinical Observation,S
Q wave depth in lead I,I Q AMP,2000041009,mimiciv_meas_wf,Measurement,Clinical Observation,3036176,Maps to,Mapped from,Q wave depth in lead I,Measurement,LOINC,Clinical Observation,S
Q wave duration in lead I,I Q DUR,2000041010,mimiciv_meas_wf,Measurement,Clinical Observation,3037087,Maps to,Mapped from,Q wave duration in lead I,Measurement,LOINC,Clinical Observation,S
QRS duration in lead I,I QRS DUR,2000041011,mimiciv_meas_wf,Measurement,Clinical Observation,3017331,Maps to,Mapped from,QRS duration in lead I,Measurement,LOINC,Clinical Observation,S
R wave amplitude in lead I,I R AMP,2000041012,mimiciv_meas_wf,Measurement,Clinical Observation,3003739,Maps to,Mapped from,R wave amplitude in lead I,Measurement,LOINC,Clinical Observation,S
+/-,+/-,2000029008,mimiciv_meas_unit,Unit,Unit,8510,Maps to,Mapped from,unit,Unit,UCUM,Unit,S
bpm,bpm,2000029009,mimiciv_meas_unit,Unit,Unit,8483,Maps to,Mapped from,counts per minute,Unit,UCUM,Unit,S
cm,cm,2000029010,mimiciv_meas_unit,Unit,Unit,8582,Maps to,Mapped from,centimeter,Unit,UCUM,Unit,S
cmH2O,cmH2O,2000029011,mimiciv_meas_unit,Unit,Unit,44777590,Maps to,Mapped from,centimeter watercolumn,Unit,UCUM,Unit,S
day,day,2000029012,mimiciv_meas_unit,Unit,Unit,8512,Maps to,Mapped from,day,Unit,UCUM,Unit,S
EU/dL,EU/dL,2000029013,mimiciv_meas_unit,Unit,Unit,8829,Maps to,Mapped from,Ehrlich unit per deciliter,Unit,UCUM,Unit,S
g/dl,g/dl,2000029014,mimiciv_meas_unit,Unit,Unit,8713,Maps to,Mapped from,gram per deciliter,Unit,UCUM,Unit,S
GPL,GPL,2000029015,mimiciv_meas_unit,Unit,Unit,9100,Maps to,Mapped from,IgG phospholipid unit,Unit,UCUM,Unit,S
hour,hour,2000029016,mimiciv_meas_unit,Unit,Unit,8505,Maps to,Mapped from,hour,Unit,UCUM,Unit,S
hrs,hrs,2000029017,mimiciv_meas_unit,Unit,Unit,8505,Maps to,Mapped from,hour,Unit,UCUM,Unit,S
Inch,Inch,2000029018,mimiciv_meas_unit,Unit,Unit,9327,Maps to,Mapped from,inch (international),Unit,UCUM,Unit,S
insp/min,insp/min,2000029019,mimiciv_meas_unit,Unit,Unit,8541,Maps to,Mapped from,per minute,Unit,UCUM,Unit,S
IU/L,IU/L,2000029020,mimiciv_meas_unit,Unit,Unit,8923,Maps to,Mapped from,international unit per liter,Unit,UCUM,Unit,S
IU/mL,IU/mL,2000029021,mimiciv_meas_unit,Unit,Unit,8985,Maps to,Mapped from,international unit per milliliter,Unit,UCUM,Unit,S
K/uL,K/uL,2000029022,mimiciv_meas_unit,Unit,Unit,8848,Maps to,Mapped from,thousand per microliter,Unit,UCUM,Unit,S
kg,kg,2000029023,mimiciv_meas_unit,Unit,Unit,9529,Maps to,Mapped from,kilogram,Unit,UCUM,Unit,S
L/min/m2,L/min/m2,2000029024,mimiciv_meas_unit,Unit,Unit,32710,Maps to,Mapped from,liter per minute per square meter,Unit,UCUM,Unit,S
log international unit per milliliter,log10 IU/mL,2000029025,mimiciv_meas_unit,Unit,Unit,9084,Maps to,Mapped from,log international unit per milliliter,Unit,UCUM,Unit,S
m/uL,m/uL,2000029026,mimiciv_meas_unit,Unit,Unit,8815,Maps to,Mapped from,million per microliter,Unit,UCUM,Unit,S
mEq/L,mEq/L,2000029027,mimiciv_meas_unit,Unit,Unit,9557,Maps to,Mapped from,milliequivalent per liter,Unit,UCUM,Unit,S
mg/24hr,mg/24hr,2000029028,mimiciv_meas_unit,Unit,Unit,8909,Maps to,Mapped from,milligram per 24 hours,Unit,UCUM,Unit,S
mIU/mL,mIU/mL,2000029029,mimiciv_meas_unit,Unit,Unit,9550,Maps to,Mapped from,milli-international unit per milliliter,Unit,UCUM,Unit,S
mL/beat,mL/beat,2000029030,mimiciv_meas_unit,Unit,Unit,9569,Maps to,Mapped from,milliliter per heart beat,Unit,UCUM,Unit,S
ml/hr,ml/hr,2000029031,mimiciv_meas_unit,Unit,Unit,44777613,Maps to,Mapped from,milliliter per hour,Unit,UCUM,Unit,S
mL/m2,mL/m2,2000029032,mimiciv_meas_unit,Unit,Unit,32739,Maps to,Mapped from,milliliter per square meter,Unit,UCUM,Unit,S
ml/min,ml/min,2000029033,mimiciv_meas_unit,Unit,Unit,8795,Maps to,Mapped from,milliliter per minute,Unit,UCUM,Unit,S
mm Hg,mm Hg,2000029034,mimiciv_meas_unit,Unit,Unit,8876,Maps to,Mapped from,millimeter mercury column,Unit,UCUM,Unit,S
mm/hr,mm/hr,2000029035,mimiciv_meas_unit,Unit,Unit,8752,Maps to,Mapped from,millimeter per hour,Unit,UCUM,Unit,S
mmHg,mmHg,2000029036,mimiciv_meas_unit,Unit,Unit,8876,Maps to,Mapped from,millimeter mercury column,Unit,UCUM,Unit,S
mmHg.,mmHg.,2000029037,mimiciv_meas_unit,Unit,Unit,8876,Maps to,Mapped from,millimeter mercury column,Unit,UCUM,Unit,S
mOsm/kg,mOsm/kg,2000029038,mimiciv_meas_unit,Unit,Unit,8862,Maps to,Mapped from,milliosmole per kilogram,Unit,UCUM,Unit,S
MPL,MPL,2000029039,mimiciv_meas_unit,Unit,Unit,9101,Maps to,Mapped from,IgM phospholipid unit,Unit,UCUM,Unit,S
None,None,2000029040,mimiciv_meas_unit,Unit,Unit,4124462,Maps to,Mapped from,None,Meas Value,SNOMED,Qualifier Value,S
Pos/Neg,Pos/Neg,2000029041,mimiciv_meas_unit,Unit,Unit,8510,Maps to,Mapped from,unit,Unit,UCUM,Unit,S
Ratio,Ratio,2000029042,mimiciv_meas_unit,Unit,Unit,8523,Maps to,Mapped from,ratio,Unit,UCUM,Unit,S
Score,Score,2000029043,mimiciv_meas_unit,Unit,Unit,44777566,Maps to,Mapped from,score,Unit,UCUM,Unit,S
sec,sec,2000029044,mimiciv_meas_unit,Unit,Unit,8555,Maps to,Mapped from,second,Unit,UCUM,Unit,S
U,U,2000029045,mimiciv_meas_unit,Unit,Unit,8510,Maps to,Mapped from,unit,Unit,UCUM,Unit,S
U/g/Hb,U/g/Hb,2000029046,mimiciv_meas_unit,Unit,Unit,9651,Maps to,Mapped from,unit per gram of hemoglobin,Unit,UCUM,Unit,S
U/L,U/L,2000029047,mimiciv_meas_unit,Unit,Unit,8645,Maps to,Mapped from,unit per liter,Unit,UCUM,Unit,S
U/mL,U/mL,2000029048,mimiciv_meas_unit,Unit,Unit,8763,Maps to,Mapped from,unit per milliliter,Unit,UCUM,Unit,S
uIU/mL,uIU/mL,2000029049,mimiciv_meas_unit,Unit,Unit,9093,Maps to,Mapped from,micro-international unit per milliliter,Unit,UCUM,Unit,S
units,units,2000029050,mimiciv_meas_unit,Unit,Unit,8510,Maps to,Mapped from,unit,Unit,UCUM,Unit,S
uU/ML,uU/ML,2000029051,mimiciv_meas_unit,Unit,Unit,8860,Maps to,Mapped from,microunit per milliliter,Unit,UCUM,Unit,S
nanogram of fibrinogen equivalent unit per milliliter,ng/mL FEU,2000029052,mimiciv_meas_unit,Unit,Unit,32707,Maps to,Mapped from,nanogram of fibrinogen equivalent unit per milliliter,Unit,UCUM,Unit,S
log copies per milliliter,log10 copies/mL,2000029053,mimiciv_meas_unit,Unit,Unit,8873,Maps to,Mapped from,log copies per milliliter,Unit,UCUM,Unit,S
log copies per milliliter,log10 cop/mL,2000029054,mimiciv_meas_unit,Unit,Unit,8873,Maps to,Mapped from,log copies per milliliter,Unit,UCUM,Unit,S
millisecond,millisecond,2000029901,mimiciv_meas_wf_unit,Unit,Unit,9593,Maps to,Mapped from,millisecond,Unit,UCUM,Unit,S
beats/min,beats/min,2000029902,mimiciv_meas_wf_unit,Unit,Unit,8541,Maps to,Mapped from,per minute,Unit,UCUM,Unit,S
bel microvolt,bel microvolt,2000029903,mimiciv_meas_wf_unit,Unit,Unit,9461,Maps to,Mapped from,bel microvolt,Unit,UCUM,Unit,S
THROAT FOR STREP,70002,2000025501,mimiciv_micro_specimen,Specimen,Specimen,4002893,Maps to,Mapped from,Specimen from throat,Specimen,SNOMED,Specimen,S
ABSCESS,70003,2000025502,mimiciv_micro_specimen,Specimen,Specimen,4001183,Maps to,Mapped from,Specimen from abscess,Specimen,SNOMED,Specimen,S
ASPIRATE,70005,2000025503,mimiciv_micro_specimen,Specimen,Specimen,4001224,Maps to,Mapped from,Specimen obtained by aspiration,Specimen,SNOMED,Specimen,S
ANORECTAL/VAGINAL CULTURE,70006,2000025504,mimiciv_micro_specimen,Specimen,Specimen,4124277,Maps to,Mapped from,Vaginal swab,Specimen,SNOMED,Specimen,S
BLOOD BAG FLUID,70007,2000025505,mimiciv_micro_specimen,Specimen,Specimen,4001225,Maps to,Mapped from,Blood specimen,Specimen,SNOMED,Specimen,S
BRONCHIAL BRUSH - PROTECTED,70008,2000025506,mimiciv_micro_specimen,Specimen,Specimen,4204953,Maps to,Mapped from,Bronchial brushings sample,Specimen,SNOMED,Specimen,S
BILE,70009,2000025507,mimiciv_micro_specimen,Specimen,Specimen,4001061,Maps to,Mapped from,Bile specimen,Specimen,SNOMED,Specimen,S
BIOPSY,70010,2000025508,mimiciv_micro_specimen,Specimen,Specimen,4121220,Maps to,Mapped from,Biopsy sample,Specimen,SNOMED,Specimen,S
BLOOD CULTURE ( MYCO/F LYTIC BOTTLE),70011,2000025509,mimiciv_micro_specimen,Specimen,Specimen,4001225,Maps to,Mapped from,Blood specimen,Specimen,SNOMED,Specimen,S
BLOOD CULTURE,70012,2000025510,mimiciv_micro_specimen,Specimen,Specimen,4001225,Maps to,Mapped from,Blood specimen,Specimen,SNOMED,Specimen,S
FLUID RECEIVED IN BLOOD CULTURE BOTTLES,70013,2000025511,mimiciv_micro_specimen,Specimen,Specimen,4122251,Maps to,Mapped from,Fluid sample,Specimen,SNOMED,Specimen,S
BLOOD CULTURE - NEONATE,70014,2000025512,mimiciv_micro_specimen,Specimen,Specimen,4001225,Maps to,Mapped from,Blood specimen,Specimen,SNOMED,Specimen,S
BLOOD,70015,2000025513,mimiciv_micro_specimen,Specimen,Specimen,4001225,Maps to,Mapped from,Blood specimen,Specimen,SNOMED,Specimen,S
BLOOD CULTURE (POST-MORTEM),70016,2000025514,mimiciv_micro_specimen,Specimen,Specimen,4001225,Maps to,Mapped from,Blood specimen,Specimen,SNOMED,Specimen,S
SEROLOGY/BLOOD,70017,2000025515,mimiciv_micro_specimen,Specimen,Specimen,4001225,Maps to,Mapped from,Blood specimen,Specimen,SNOMED,Specimen,S
BONE MARROW,70018,2000025516,mimiciv_micro_specimen,Specimen,Specimen,4000623,Maps to,Mapped from,Bone marrow specimen,Specimen,SNOMED,Specimen,S
BONE MARROW - CYTOGENETICS,70019,2000025517,mimiciv_micro_specimen,Specimen,Specimen,4000623,Maps to,Mapped from,Bone marrow specimen,Specimen,SNOMED,Specimen,S
BRONCHIAL BRUSH,70020,2000025518,mimiciv_micro_specimen,Specimen,Specimen,4204953,Maps to,Mapped from,Bronchial brushings sample,Specimen,SNOMED,Specimen,S
BRONCHOALVEOLAR LAVAGE,70021,2000025519,mimiciv_micro_specimen,Specimen,Specimen,4121345,Maps to,Mapped from,Bronchoalveolar lavage fluid sample,Specimen,SNOMED,Specimen,S
BRONCHIAL WASHINGS,70022,2000025520,mimiciv_micro_specimen,Specimen,Specimen,4048961,Maps to,Mapped from,Specimen from lung obtained by bronchial washing procedure,Specimen,SNOMED,Specimen,S
CATHETER OR LINE,70023,2000025521,mimiciv_micro_specimen,Specimen,Specimen,4001349,Maps to,Mapped from,Catheter specimen,Specimen,SNOMED,Specimen,S
